AÑO,MES,UBIGEO_HECHO,DPTO_HECHO,PROV_HECHO,DIST_HECHO,SEXO,RANGO_EDAD,NACIONALIDAD,CANTIDAD
2022,04,080701,CUSCO,CHUMBIVILCAS,SANTO TOMAS,F,18-29 AÑOS,PERÚ,1
2025,05,200601,PIURA,SULLANA,SULLANA,F,12-17 AÑOS,PERÚ,1
2020,12,150811,REGIÓN LIMA,HUAURA,SAYAN,F,12-17 AÑOS,PERÚ,1
2025,03,120121,JUNÍN,HUANCAYO,HUAYUCACHI,F,30-59 AÑOS,PERÚ,1
2022,06,061105,CAJAMARCA,SAN MIGUEL,EL PRADO,M,30-59 AÑOS,PERÚ,1
2025,08,130702,LA LIBERTAD,PACASMAYO,GUADALUPE,F,12-17 AÑOS,PERÚ,1
2021,10,250303,UCAYALI,PADRE ABAD,CURIMANA,M,18-29 AÑOS,PERÚ,1
2025,06,120107,JUNÍN,HUANCAYO,CHILCA,M,60 A MAS AÑOS,PERÚ,2
2020,02,230104,TACNA,TACNA,CIUDAD NUEVA,F,60 A MAS AÑOS,PERÚ,1
2019,12,150812,REGIÓN LIMA,HUAURA,VEGUETA,F,12-17 AÑOS,PERÚ,1
2025,04,200101,PIURA,PIURA,PIURA,F,12-17 AÑOS,PERÚ,7
2019,05,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,F,30-59 AÑOS,PERÚ,1
2023,09,150102,LIMA METROPOLITANA,LIMA,ANCON,F,12-17 AÑOS,PERÚ,1
2021,05,150407,REGIÓN LIMA,CANTA,SANTA ROSA DE QUIVES,F,12-17 AÑOS,PERÚ,1
2022,11,190110,PASCO,PASCO,TICLACAYAN,M,30-59 AÑOS,PERÚ,1
2019,05,020401,ÁNCASH,ASUNCION,CHACAS,M,18-29 AÑOS,PERÚ,1
2020,08,150119,LIMA METROPOLITANA,LIMA,LURIN,M,30-59 AÑOS,PERÚ,1
2021,07,061006,CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,F,12-17 AÑOS,PERÚ,1
2024,11,150501,REGIÓN LIMA,CAÑETE,SAN VICENTE DE CAÑETE,F,12-17 AÑOS,PERÚ,2
2021,06,080104,CUSCO,CUSCO,SAN JERONIMO,F,18-29 AÑOS,PERÚ,2
2023,11,150108,LIMA METROPOLITANA,LIMA,CHORRILLOS,M,30-59 AÑOS,PERÚ,3
2023,08,130702,LA LIBERTAD,PACASMAYO,GUADALUPE,M,18-29 AÑOS,PERÚ,1
2025,04,020601,ÁNCASH,CARHUAZ,CARHUAZ,F,12-17 AÑOS,PERÚ,2
2019,12,150122,LIMA METROPOLITANA,LIMA,MIRAFLORES,M,30-59 AÑOS,PERÚ,2
2019,06,080907,CUSCO,LA CONVENCION,KIMBIRI,F,30-59 AÑOS,PERÚ,1
2019,06,150103,LIMA METROPOLITANA,LIMA,ATE,F,6-11 AÑOS,PERÚ,2
2025,06,150103,LIMA METROPOLITANA,LIMA,ATE,F,18-29 AÑOS,PERÚ,2
2023,10,120125,JUNÍN,HUANCAYO,PILCOMAYO,F,12-17 AÑOS,PERÚ,1
2023,10,080101,CUSCO,CUSCO,CUSCO,F,12-17 AÑOS,PERÚ,11
2023,04,010206,AMAZONAS,BAGUA,BAGUA,M,30-59 AÑOS,PERÚ,1
2024,12,090404,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,M,30-59 AÑOS,PERÚ,1
2021,01,080106,CUSCO,CUSCO,SANTIAGO,M,6-11 AÑOS,PERÚ,2
2024,05,240103,TUMBES,TUMBES,LA CRUZ,F,12-17 AÑOS,PERÚ,1
2023,02,220910,SAN MARTÍN,SAN MARTIN,MORALES,M,12-17 AÑOS,PERÚ,1
2019,06,150131,LIMA METROPOLITANA,LIMA,SAN ISIDRO,F,6-11 AÑOS,PERÚ,1
2023,08,150144,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,M,18-29 AÑOS,PERÚ,1
2022,01,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,18-29 AÑOS,PERÚ,5
2023,06,150103,LIMA METROPOLITANA,LIMA,ATE,M,12-17 AÑOS,PERÚ,4
2025,01,150108,LIMA METROPOLITANA,LIMA,CHORRILLOS,F,60 A MAS AÑOS,PERÚ,2
2019,05,040117,AREQUIPA,AREQUIPA,SACHACA,M,30-59 AÑOS,PERÚ,2
2019,10,160108,LORETO,MAYNAS,PUNCHANA,F,12-17 AÑOS,PERÚ,3
2021,12,120801,JUNÍN,YAULI,LA OROYA,M,30-59 AÑOS,PERÚ,2
2021,04,030201,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,M,12-17 AÑOS,PERÚ,2
2024,07,160201,LORETO,ALTO AMAZONAS,YURIMAGUAS,M,30-59 AÑOS,PERÚ,1
2022,03,240301,TUMBES,ZARUMILLA,ZARUMILLA,M,30-59 AÑOS,PERÚ,1
2022,02,130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,F,12-17 AÑOS,PERÚ,2
2019,12,130201,LA LIBERTAD,ASCOPE,ASCOPE,F,12-17 AÑOS,PERÚ,1
2021,07,150122,LIMA METROPOLITANA,LIMA,MIRAFLORES,M,60 A MAS AÑOS,PERÚ,1
2019,04,010701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,F,12-17 AÑOS,PERÚ,3
2021,03,250301,UCAYALI,PADRE ABAD,PADRE ABAD,F,12-17 AÑOS,PERÚ,1
2024,01,150140,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,M,60 A MAS AÑOS,PERÚ,1
2021,05,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,F,0-5 AÑOS,PERÚ,1
2019,02,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,F,12-17 AÑOS,PERÚ,39
2019,03,200114,PIURA,PIURA,TAMBO GRANDE,M,18-29 AÑOS,PERÚ,1
2025,09,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,F,12-17 AÑOS,PERÚ,10
2023,03,160101,LORETO,MAYNAS,IQUITOS,M,30-59 AÑOS,PERÚ,1
2025,03,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,M,60 A MAS AÑOS,PERÚ,2
2019,02,160701,LORETO,DATEM DEL MARAÑON,BARRANCA,M,12-17 AÑOS,PERÚ,1
2022,04,120604,JUNÍN,SATIPO,MAZAMARI,F,18-29 AÑOS,PERÚ,1
2021,06,150111,LIMA METROPOLITANA,LIMA,EL AGUSTINO,M,60 A MAS AÑOS,PERÚ,1
2025,06,100801,HUÁNUCO,PACHITEA,PANAO,M,18-29 AÑOS,PERÚ,1
2022,12,150128,LIMA METROPOLITANA,LIMA,RIMAC,F,30-59 AÑOS,PERÚ,1
2020,10,150136,LIMA METROPOLITANA,LIMA,SAN MIGUEL,M,60 A MAS AÑOS,PERÚ,3
2025,04,250302,UCAYALI,PADRE ABAD,IRAZOLA,F,12-17 AÑOS,PERÚ,1
2019,05,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,M,30-59 AÑOS,PERÚ,1
2022,07,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,M,12-17 AÑOS,VENEZUELA,1
2023,03,120107,JUNÍN,HUANCAYO,CHILCA,M,12-17 AÑOS,PERÚ,2
2020,10,200706,PIURA,TALARA,MANCORA,F,,VENEZUELA,1
2019,10,120301,JUNÍN,CHANCHAMAYO,CHANCHAMAYO,M,12-17 AÑOS,PERÚ,1
2020,03,130702,LA LIBERTAD,PACASMAYO,GUADALUPE,F,12-17 AÑOS,PERÚ,2
2025,02,150805,REGIÓN LIMA,HUAURA,HUALMAY,F,12-17 AÑOS,PERÚ,1
2022,03,060701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,F,12-17 AÑOS,PERÚ,1
2019,10,080901,CUSCO,LA CONVENCION,SANTA ANA,M,30-59 AÑOS,PERÚ,1
2021,07,100109,HUÁNUCO,HUANUCO,SANTA MARIA DEL VALLE,F,18-29 AÑOS,PERÚ,2
2025,02,040101,AREQUIPA,AREQUIPA,AREQUIPA,M,60 A MAS AÑOS,PERÚ,1
2024,06,021806,ÁNCASH,SANTA,NEPEÑA,M,18-29 AÑOS,PERÚ,2
2020,03,080907,CUSCO,LA CONVENCION,KIMBIRI,F,12-17 AÑOS,PERÚ,1
2024,10,150201,REGIÓN LIMA,BARRANCA,BARRANCA,M,12-17 AÑOS,PERÚ,1
2019,08,150123,LIMA METROPOLITANA,LIMA,PACHACAMAC,F,6-11 AÑOS,PERÚ,1
2022,12,150111,LIMA METROPOLITANA,LIMA,EL AGUSTINO,F,12-17 AÑOS,PERÚ,2
2021,06,020501,ÁNCASH,BOLOGNESI,CHIQUIAN,F,12-17 AÑOS,PERÚ,1
2022,04,080106,CUSCO,CUSCO,SANTIAGO,F,30-59 AÑOS,PERÚ,1
2021,02,160101,LORETO,MAYNAS,IQUITOS,M,30-59 AÑOS,ESTADOS UNIDOS,1
2024,01,110101,ICA,ICA,ICA,M,12-17 AÑOS,PERÚ,1
2019,05,030101,APURIMAC,ABANCAY,ABANCAY,F,18-29 AÑOS,PERÚ,2
2020,08,120121,JUNÍN,HUANCAYO,HUAYUCACHI,F,30-59 AÑOS,PERÚ,1
2020,10,021808,ÁNCASH,SANTA,SANTA,F,18-29 AÑOS,PERÚ,1
2020,05,150104,LIMA METROPOLITANA,LIMA,BARRANCO,M,60 A MAS AÑOS,PERÚ,1
2022,08,150101,LIMA METROPOLITANA,LIMA,LIMA,F,12-17 AÑOS,PERÚ,6
2024,12,150111,LIMA METROPOLITANA,LIMA,EL AGUSTINO,M,18-29 AÑOS,PERÚ,1
2023,04,140118,LAMBAYEQUE,CHICLAYO,POMALCA,M,30-59 AÑOS,PERÚ,1
2025,08,022003,ÁNCASH,YUNGAY,MANCOS,F,12-17 AÑOS,PERÚ,1
2022,05,050101,AYACUCHO,HUAMANGA,AYACUCHO,M,30-59 AÑOS,PERÚ,2
2025,03,190306,PASCO,OXAPAMPA,PUERTO BERMUDEZ,F,12-17 AÑOS,PERÚ,1
2022,10,160102,LORETO,MAYNAS,ALTO NANAY,F,30-59 AÑOS,PERÚ,1
2021,01,150601,REGIÓN LIMA,HUARAL,HUARAL,F,12-17 AÑOS,PERÚ,2
2025,11,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,M,30-59 AÑOS,VENEZUELA,1
2022,09,030104,APURIMAC,ABANCAY,CURAHUASI,M,60 A MAS AÑOS,PERÚ,1
2021,01,250104,UCAYALI,CORONEL PORTILLO,MASISEA,F,12-17 AÑOS,PERÚ,1
2025,10,240201,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,F,12-17 AÑOS,PERÚ,1
2021,11,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,M,6-11 AÑOS,PERÚ,1
2025,10,221001,SAN MARTÍN,TOCACHE,TOCACHE,M,12-17 AÑOS,PERÚ,1
2022,06,230102,TACNA,TACNA,ALTO DE LA ALIANZA,M,18-29 AÑOS,PERÚ,1
2019,08,080205,CUSCO,ACOMAYO,POMACANCHI,F,12-17 AÑOS,PERÚ,1
2025,05,130805,LA LIBERTAD,PATAZ,HUAYLILLAS,M,18-29 AÑOS,PERÚ,1
2024,08,150101,LIMA METROPOLITANA,LIMA,LIMA,M,18-29 AÑOS,PERÚ,3
2020,11,040129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,F,30-59 AÑOS,PERÚ,1
2020,12,200115,PIURA,PIURA,26 DE OCTUBRE,F,30-59 AÑOS,PERÚ,1
2022,08,150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,F,18-29 AÑOS,PERÚ,2
2019,12,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,M,30-59 AÑOS,PERÚ,2
2023,09,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,M,18-29 AÑOS,PERÚ,9
2021,10,150105,LIMA METROPOLITANA,LIMA,BREÑA,M,12-17 AÑOS,PERÚ,1
2023,03,150103,LIMA METROPOLITANA,LIMA,ATE,M,60 A MAS AÑOS,PERÚ,3
2025,09,080904,CUSCO,LA CONVENCION,MARANURA,M,12-17 AÑOS,PERÚ,1
2021,02,150134,LIMA METROPOLITANA,LIMA,SAN LUIS,M,12-17 AÑOS,PERÚ,1
2025,03,151030,REGIÓN LIMA,YAUYOS,TOMAS,M,12-17 AÑOS,PERÚ,1
2023,12,080106,CUSCO,CUSCO,SANTIAGO,M,18-29 AÑOS,PERÚ,2
2025,11,050407,AYACUCHO,HUANTA,SIVIA,F,12-17 AÑOS,PERÚ,1
2019,03,200104,PIURA,PIURA,CASTILLA,F,18-29 AÑOS,PERÚ,4
2019,10,150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,F,18-29 AÑOS,PERÚ,3
2024,12,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,M,30-59 AÑOS,VENEZUELA,1
2020,10,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,M,12-17 AÑOS,PERÚ,1
2025,04,030213,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,F,12-17 AÑOS,PERÚ,2
2023,11,100111,HUÁNUCO,HUANUCO,PILLCO MARCA,M,30-59 AÑOS,PERÚ,2
2020,09,160113,LORETO,MAYNAS,SAN JUAN BAUTISTA,M,12-17 AÑOS,PERÚ,2
2022,08,150119,LIMA METROPOLITANA,LIMA,LURIN,F,12-17 AÑOS,VENEZUELA,1
2019,09,150114,LIMA METROPOLITANA,LIMA,LA MOLINA,M,60 A MAS AÑOS,PERÚ,1
2023,10,230102,TACNA,TACNA,ALTO DE LA ALIANZA,F,30-59 AÑOS,PERÚ,1
2022,05,150133,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,F,,PERÚ,1
2022,08,080901,CUSCO,LA CONVENCION,SANTA ANA,M,30-59 AÑOS,PERÚ,1
2025,04,150128,LIMA METROPOLITANA,LIMA,RIMAC,F,12-17 AÑOS,PERÚ,4
2020,12,230108,TACNA,TACNA,POCOLLAY,F,18-29 AÑOS,PERÚ,1
2023,08,150123,LIMA METROPOLITANA,LIMA,PACHACAMAC,M,12-17 AÑOS,PERÚ,3
2019,03,120107,JUNÍN,HUANCAYO,CHILCA,F,6-11 AÑOS,PERÚ,1
2020,12,150113,LIMA METROPOLITANA,LIMA,JESUS MARIA,M,60 A MAS AÑOS,PERÚ,1
2020,07,140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,M,30-59 AÑOS,PERÚ,1
2023,06,100801,HUÁNUCO,PACHITEA,PANAO,F,12-17 AÑOS,PERÚ,3
2020,12,211101,PUNO,SAN ROMAN,JULIACA,F,12-17 AÑOS,PERÚ,7
2021,08,060802,CAJAMARCA,JAEN,BELLAVISTA,F,12-17 AÑOS,PERÚ,1
2019,05,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,F,18-29 AÑOS,PERÚ,4
2024,09,150128,LIMA METROPOLITANA,LIMA,RIMAC,M,60 A MAS AÑOS,PERÚ,2
2020,09,220910,SAN MARTÍN,SAN MARTIN,MORALES,F,18-29 AÑOS,PERÚ,1
2022,09,040103,AREQUIPA,AREQUIPA,CAYMA,F,60 A MAS AÑOS,PERÚ,1
2025,11,010310,AMAZONAS,BONGARA,SHIPASBAMBA,M,12-17 AÑOS,PERÚ,1
2024,08,150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,M,12-17 AÑOS,PERÚ,3
2025,08,150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,M,18-29 AÑOS,PERÚ,2
2021,12,130402,LA LIBERTAD,CHEPEN,PACANGA,F,18-29 AÑOS,PERÚ,1
2025,12,080106,CUSCO,CUSCO,SANTIAGO,F,12-17 AÑOS,PERÚ,2
2025,06,040201,AREQUIPA,CAMANA,CAMANA,F,18-29 AÑOS,PERÚ,1
2024,08,150119,LIMA METROPOLITANA,LIMA,LURIN,M,18-29 AÑOS,VENEZUELA,1
2023,02,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,M,6-11 AÑOS,PERÚ,1
2025,05,210102,PUNO,PUNO,ACORA,F,30-59 AÑOS,PERÚ,1
2019,11,160402,LORETO,MARISCAL RAMON CASTILLA,PEBAS,M,30-59 AÑOS,PERÚ,1
2020,05,130401,LA LIBERTAD,CHEPEN,CHEPEN,F,12-17 AÑOS,PERÚ,1
2023,03,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,F,12-17 AÑOS,PERÚ,2
2020,07,070106,CALLAO,CALLAO,VENTANILLA,M,12-17 AÑOS,PERÚ,1
2025,06,040301,AREQUIPA,CARAVELI,CARAVELI,F,12-17 AÑOS,PERÚ,1
2024,07,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,F,12-17 AÑOS,PERÚ,4
2022,12,070106,CALLAO,CALLAO,VENTANILLA,M,60 A MAS AÑOS,PERÚ,1
2024,12,080101,CUSCO,CUSCO,CUSCO,M,60 A MAS AÑOS,PERÚ,4
2024,04,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,F,6-11 AÑOS,PERÚ,1
2021,08,200105,PIURA,PIURA,CATACAOS,M,6-11 AÑOS,PERÚ,1
2019,12,130106,LA LIBERTAD,TRUJILLO,LAREDO,F,18-29 AÑOS,PERÚ,1
2019,10,150101,LIMA METROPOLITANA,LIMA,LIMA,F,12-17 AÑOS,PERÚ,15
2024,03,150728,REGIÓN LIMA,HUAROCHIRI,SANTA EULALIA,F,12-17 AÑOS,PERÚ,1
2023,04,010701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,M,6-11 AÑOS,PERÚ,1
2025,03,150119,LIMA METROPOLITANA,LIMA,LURIN,M,30-59 AÑOS,PERÚ,1
2023,10,080708,CUSCO,CHUMBIVILCAS,VELILLE,F,12-17 AÑOS,PERÚ,1
2020,02,150115,LIMA METROPOLITANA,LIMA,LA VICTORIA,F,12-17 AÑOS,PERÚ,9
2025,01,140112,LAMBAYEQUE,CHICLAYO,PIMENTEL,F,18-29 AÑOS,PERÚ,1
2023,05,150118,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,F,18-29 AÑOS,PERÚ,1
2019,12,210101,PUNO,PUNO,PUNO,F,12-17 AÑOS,PERÚ,2
2023,11,021801,ÁNCASH,SANTA,CHIMBOTE,M,30-59 AÑOS,PERÚ,1
2019,07,160301,LORETO,LORETO,NAUTA,F,12-17 AÑOS,PERÚ,1
2023,05,150205,REGIÓN LIMA,BARRANCA,SUPE PUERTO,F,12-17 AÑOS,PERÚ,1
2023,03,040401,AREQUIPA,CASTILLA,APLAO,F,18-29 AÑOS,PERÚ,1
2021,04,130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,F,12-17 AÑOS,PERÚ,3
2019,01,080801,CUSCO,ESPINAR,ESPINAR,M,18-29 AÑOS,PERÚ,1
2023,11,021808,ÁNCASH,SANTA,SANTA,M,60 A MAS AÑOS,PERÚ,1
2019,09,150201,REGIÓN LIMA,BARRANCA,BARRANCA,M,60 A MAS AÑOS,PERÚ,1
2020,03,140103,LAMBAYEQUE,CHICLAYO,ETEN,M,12-17 AÑOS,PERÚ,1
2022,07,021801,ÁNCASH,SANTA,CHIMBOTE,F,18-29 AÑOS,PERÚ,1
2022,04,110201,ICA,CHINCHA,CHINCHA ALTA,F,18-29 AÑOS,PERÚ,1
2025,05,150118,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,M,12-17 AÑOS,PERÚ,2
2022,10,150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,M,6-11 AÑOS,PERÚ,1
2023,08,150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,F,12-17 AÑOS,PERÚ,12
2021,12,150505,REGIÓN LIMA,CAÑETE,CHILCA,M,12-17 AÑOS,PERÚ,1
2020,01,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,12-17 AÑOS,PERÚ,1
2023,05,160401,LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,M,30-59 AÑOS,PERÚ,1
2020,11,050104,AYACUCHO,HUAMANGA,CARMEN ALTO,M,60 A MAS AÑOS,PERÚ,1
2023,04,150109,LIMA METROPOLITANA,LIMA,CIENEGUILLA,F,60 A MAS AÑOS,PERÚ,1
2022,05,120305,JUNÍN,CHANCHAMAYO,SAN RAMON,M,30-59 AÑOS,PERÚ,1
2025,02,040101,AREQUIPA,AREQUIPA,AREQUIPA,M,30-59 AÑOS,PERÚ,5
2025,07,010207,AMAZONAS,BAGUA,EL MUYO,F,60 A MAS AÑOS,PERÚ,1
2022,10,150123,LIMA METROPOLITANA,LIMA,PACHACAMAC,F,6-11 AÑOS,PERÚ,1
2025,08,050203,AYACUCHO,CANGALLO,LOS MOROCHUCOS,F,12-17 AÑOS,PERÚ,1
2020,02,150501,REGIÓN LIMA,CAÑETE,SAN VICENTE DE CAÑETE,M,6-11 AÑOS,PERÚ,1
2023,03,150801,REGIÓN LIMA,HUAURA,HUACHO,F,18-29 AÑOS,PERÚ,1
2022,11,150114,LIMA METROPOLITANA,LIMA,LA MOLINA,M,60 A MAS AÑOS,PERÚ,1
2019,07,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,F,30-59 AÑOS,PERÚ,3
2024,11,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,M,6-11 AÑOS,PERÚ,1
2021,05,220701,SAN MARTÍN,PICOTA,PICOTA,F,12-17 AÑOS,PERÚ,1
2025,08,050401,AYACUCHO,HUANTA,HUANTA,M,12-17 AÑOS,PERÚ,1
2022,12,140118,LAMBAYEQUE,CHICLAYO,POMALCA,F,18-29 AÑOS,PERÚ,1
2022,07,150128,LIMA METROPOLITANA,LIMA,RIMAC,M,30-59 AÑOS,VENEZUELA,1
2023,03,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,M,30-59 AÑOS,PERÚ,6
2022,01,040103,AREQUIPA,AREQUIPA,CAYMA,F,60 A MAS AÑOS,PERÚ,1
2024,11,120801,JUNÍN,YAULI,LA OROYA,M,30-59 AÑOS,PERÚ,1
2024,02,080106,CUSCO,CUSCO,SANTIAGO,M,6-11 AÑOS,PERÚ,1
2019,04,020105,ÁNCASH,HUARAZ,INDEPENDENCIA,F,12-17 AÑOS,PERÚ,1
2020,03,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,F,0-5 AÑOS,PERÚ,1
2020,09,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,12-17 AÑOS,PERÚ,2
2020,02,150108,LIMA METROPOLITANA,LIMA,CHORRILLOS,F,60 A MAS AÑOS,PERÚ,2
2021,06,230101,TACNA,TACNA,TACNA,M,60 A MAS AÑOS,PERÚ,2
2021,09,060812,CAJAMARCA,JAEN,SANTA ROSA,F,12-17 AÑOS,PERÚ,2
2019,10,100101,HUÁNUCO,HUANUCO,HUANUCO,M,60 A MAS AÑOS,PERÚ,1
2024,01,200115,PIURA,PIURA,26 DE OCTUBRE,M,60 A MAS AÑOS,PERÚ,1
2021,08,140120,LAMBAYEQUE,CHICLAYO,TUMAN,F,12-17 AÑOS,PERÚ,2
2019,03,150118,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,M,30-59 AÑOS,PERÚ,5
2021,12,150501,REGIÓN LIMA,CAÑETE,SAN VICENTE DE CAÑETE,F,12-17 AÑOS,PERÚ,1
2024,07,030201,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,M,12-17 AÑOS,PERÚ,1
2025,08,150108,LIMA METROPOLITANA,LIMA,CHORRILLOS,M,0-5 AÑOS,PERÚ,1
2025,03,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,M,12-17 AÑOS,PERÚ,1
2020,08,150202,REGIÓN LIMA,BARRANCA,PARAMONGA,M,18-29 AÑOS,PERÚ,1
2022,08,100101,HUÁNUCO,HUANUCO,HUANUCO,M,60 A MAS AÑOS,PERÚ,2
2024,12,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,M,18-29 AÑOS,PERÚ,10
2021,02,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,12-17 AÑOS,PERÚ,10
2025,01,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,F,12-17 AÑOS,PERÚ,17
2019,11,150139,LIMA METROPOLITANA,LIMA,SANTA ROSA,F,,PERÚ,1
2019,05,150801,REGIÓN LIMA,HUAURA,HUACHO,M,30-59 AÑOS,PERÚ,1
2022,02,210101,PUNO,PUNO,PUNO,F,12-17 AÑOS,PERÚ,7
2020,04,070101,CALLAO,CALLAO,CALLAO,F,60 A MAS AÑOS,PERÚ,1
2024,01,040101,AREQUIPA,AREQUIPA,AREQUIPA,M,18-29 AÑOS,VENEZUELA,1
2023,06,150110,LIMA METROPOLITANA,LIMA,COMAS,F,6-11 AÑOS,PERÚ,1
2025,06,030503,APURIMAC,COTABAMBAS,COYLLURQUI,M,30-59 AÑOS,PERÚ,1
2021,08,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,M,18-29 AÑOS,VENEZUELA,1
2019,08,040109,AREQUIPA,AREQUIPA,MARIANO MELGAR,M,12-17 AÑOS,PERÚ,2
2023,04,090101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,M,18-29 AÑOS,PERÚ,2
2025,06,120601,JUNÍN,SATIPO,SATIPO,F,12-17 AÑOS,PERÚ,3
2019,02,150128,LIMA METROPOLITANA,LIMA,RIMAC,F,30-59 AÑOS,PERÚ,1
2023,03,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,F,18-29 AÑOS,PERÚ,2
2020,12,160201,LORETO,ALTO AMAZONAS,YURIMAGUAS,F,18-29 AÑOS,PERÚ,1
2019,10,220804,SAN MARTÍN,RIOJA,NUEVA CAJAMARCA,F,12-17 AÑOS,PERÚ,3
2025,04,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,F,30-59 AÑOS,PERÚ,1
2021,12,040122,AREQUIPA,AREQUIPA,SOCABAYA,M,30-59 AÑOS,PERÚ,1
2021,11,150110,LIMA METROPOLITANA,LIMA,COMAS,F,60 A MAS AÑOS,PERÚ,1
2019,12,081302,CUSCO,URUBAMBA,CHINCHERO,F,12-17 AÑOS,PERÚ,1
2021,11,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,F,,PERÚ,1
2025,04,130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,F,18-29 AÑOS,PERÚ,1
2020,07,200101,PIURA,PIURA,PIURA,F,12-17 AÑOS,PERÚ,8
2024,11,080801,CUSCO,ESPINAR,ESPINAR,F,12-17 AÑOS,PERÚ,1
2020,10,200501,PIURA,PAITA,PAITA,M,30-59 AÑOS,PERÚ,1
2021,04,150108,LIMA METROPOLITANA,LIMA,CHORRILLOS,M,12-17 AÑOS,PERÚ,1
2023,10,040205,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,F,12-17 AÑOS,PERÚ,1
2022,10,040104,AREQUIPA,AREQUIPA,CERRO COLORADO,F,6-11 AÑOS,PERÚ,1
2022,09,030417,APURIMAC,AYMARAES,YANACA,M,30-59 AÑOS,PERÚ,1
2020,05,060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,F,18-29 AÑOS,PERÚ,1
2021,06,060901,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,M,12-17 AÑOS,PERÚ,1
2020,08,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,F,12-17 AÑOS,PERÚ,8
2024,01,050104,AYACUCHO,HUAMANGA,CARMEN ALTO,M,30-59 AÑOS,PERÚ,1
